GeneID	GSM6745638	GSM6745639	GSM6745640	GSM6745641	GSM6745642	GSM6745643
105374600	1	0	0	2	0	0
105374601	0	0	0	2	0	0
51130	245	184	236	209	249	141
100302652	231	174	217	188	233	131
494143	171	128	158	168	195	116
27248	1034	751	977	811	936	522
112268415	77	61	80	51	69	44
100500850	8	6	9	5	5	8
10936	134	63	132	89	111	52
23198	4170	3084	4291	3206	3873	2199
98	246	209	244	205	255	137
105374615	13	3	6	9	17	6
388951	3	0	4	0	7	0
105374610	1	1	7	0	2	0
129852	2	0	0	0	0	0
102724072	4	0	3	1	0	0
6711	6206	4706	6530	4953	6180	3307
105374640	2	0	3	3	2	0
56969	0	0	1	1	0	0
105374653	1	0	1	0	0	0
400954	1081	779	1041	848	979	589
105374667	0	2	1	2	1	0
57142	5686	4551	5821	5077	6270	3573
105374662	0	0	0	0	1	0
105374674	2	2	0	0	0	1
130162	149	126	184	135	226	80
6233	10577	8595	11273	9431	12401	7307
4528	1714	1350	1804	1531	1836	1000
344405	85	55	73	82	111	46
55704	3488	2631	3745	3049	4203	2048
112942	548	391	504	397	528	255
57223	2950	2354	3086	2652	3324	1839
107985885	11	12	13	9	19	5
87178	1173	902	1262	1032	1205	712
107985811	0	0	0	0	0	0
112268416	0	0	0	0	0	0
2202	2	0	0	0	0	0
105374690	0	0	0	0	0	0
104355290	0	0	0	0	0	0
406999	0	0	0	0	0	0
406998	0	0	0	0	0	0
100126319	0	0	0	0	0	0
101927165	0	0	0	0	0	0
100129434	0	0	0	1	0	0
107985795	0	0	0	0	0	0
114800	2	1	1	1	1	0
101927213	0	0	0	0	0	0
107985886	0	0	0	0	0	0
105377632	1	0	1	0	5	0
101927235	0	0	0	0	0	0
105374697	0	0	0	0	0	0
105377628	2	1	1	0	0	0
7444	1041	827	1117	921	1150	617
105374726	1	0	1	4	3	1
107984043	97	80	97	82	98	60
55120	638	480	621	570	748	369
105374744	0	0	0	0	0	0
400955	116	82	132	134	152	67
101927285	0	2	0	0	2	0
105374754	0	0	0	0	1	2
106660609	1	0	0	1	2	1
100616473	0	0	0	1	1	0
102724142	2	2	0	2	4	4
53335	1248	965	1302	1093	1455	773
64895	564	421	613	524	621	366
400957	2	1	1	1	0	1
5966	1414	1114	1405	1131	1512	754
150962	255	221	231	226	299	141
5194	401	350	449	355	474	260
84542	282	237	318	239	292	163
105374759	3	1	3	2	5	1
339803	239	205	267	236	236	137
339804	221	141	214	163	207	117
105374758	4	2	6	3	9	2
130872	2174	1470	2459	1957	3060	1310
9736	4157	3043	4248	3801	4760	2312
100124537	2	0	0	0	1	0
105377633	19	11	15	9	22	7
7514	7759	6141	8224	6828	8539	4764
107985767	7	6	17	8	10	2
105374760	0	0	0	0	0	0
84140	196	149	220	162	225	104
10575	4332	3302	4312	3943	4499	2759
150684	1043	873	1057	1023	1201	699
107985768	11	2	7	4	8	1
10678	1657	1322	1737	1407	1713	1033
100847087	1	3	2	3	4	2
105374761	3	0	1	0	1	1
105374764	66	48	83	45	73	40
200728	96	83	112	89	124	45
23301	643	451	671	604	745	416
100132215	73	50	85	61	67	45
5013	0	3	0	0	0	1
100169989	2	1	4	4	2	3
51057	220	180	197	189	255	120
107985769	4	1	2	5	6	1
4190	1444	1154	1607	1364	1644	1005
7360	1815	1641	1951	1736	2110	1266
51542	526	418	567	513	703	357
57162	311	237	333	283	348	167
150992	0	0	0	0	0	0
100507006	7	3	7	8	11	4
105374768	0	0	0	0	1	0
105374769	0	0	0	0	0	0
102465833	0	0	0	0	0	0
100616265	0	0	0	0	0	0
105374771	28	25	30	26	48	13
29094	281	245	263	290	373	158
105374774	0	0	0	0	0	0
105374773	33	15	27	26	39	8
101927402	108	81	98	93	96	72
54812	1444	1136	1558	1244	1598	875
100616419	4	0	2	2	2	1
105374772	10	5	5	4	8	4
339807	0	0	1	1	0	0
9792	1096	948	1147	963	1255	706
105374775	35	10	29	20	34	10
105374777	6	1	6	1	3	3
105374776	1	0	0	1	0	0
101927438	0	2	0	0	0	0
400958	0	1	0	0	2	0
107985888	4	0	2	1	5	1
107984063	103	87	114	102	124	63
6509	1795	1479	2074	1511	1742	1052
102724233	20	8	20	10	25	8
23177	1270	962	1286	1122	1460	776
5861	2447	1966	2630	2117	2531	1506
10097	14724	12153	15377	14247	16017	9690
200734	796	662	750	635	851	473
105374780	0	0	1	0	0	1
105374781	1	0	3	2	1	0
107985889	0	0	0	0	0	0
105369167	0	0	0	0	0	0
101927533	0	0	0	0	0	0
105369168	0	0	0	0	0	0
107985890	0	0	0	0	0	0
107985812	0	0	0	0	0	0
100616464	0	0	0	0	0	0
729348	0	0	1	0	0	0
730198	25	16	19	20	24	11
4211	1636	1260	1728	1382	1734	950
100873998	40	28	56	27	42	20
100507073	10	7	4	11	13	5
101927577	1	1	1	0	1	0
101060019	0	0	0	0	1	0
102724321	0	0	0	0	0	0
105374785	0	0	1	0	1	0
102800447	0	0	0	0	0	0
644838	1	0	0	1	0	0
101927661	0	0	0	0	0	0
54465	362	302	418	351	467	264
107985891	0	0	0	0	0	0
105374786	2	1	4	3	6	1
102724373	2	0	1	1	2	0
101927701	0	0	1	2	0	4
10438	469	366	482	347	440	265
105374789	3	6	10	4	2	6
116143	447	373	431	375	459	297
56902	587	493	618	515	698	421
5534	2735	2137	3075	2671	3085	1846
107985892	14	6	10	6	15	3
25927	543	430	555	641	792	468
102724389	4	6	5	5	5	3
101927723	33	16	43	34	53	16
5341	4544	3523	4847	4302	5156	3029
554251	76	63	100	70	85	56
200558	122	82	108	92	114	58
10887	3	2	1	8	0	2
9938	1629	1267	1757	1442	1814	1040
105374790	43	23	36	34	62	9
105374791	3	2	5	1	2	0
107985893	2	1	1	1	3	0
27302	1	1	3	4	5	2
105374792	0	0	0	0	0	0
107985894	0	1	0	0	1	0
200504	0	0	0	0	0	0
56287	0	0	0	0	0	0
84168	19	9	16	10	12	3
100423030	0	0	0	0	0	0
2673	1114	814	1274	896	998	563
27247	518	460	499	421	527	340
22848	943	743	1027	758	984	523
112268437	107	86	140	104	101	63
100124535	0	0	0	0	0	0
307	1273	1065	1333	1144	1338	853
107985770	128	82	155	115	241	89
64395	1214	1073	1310	1105	1467	811
11017	470	378	512	419	486	274
4084	617	496	636	522	705	346
151516	25	7	43	27	28	12
400960	173	156	187	151	253	104
5093	10842	9003	11192	10323	11674	7429
100133985	13	15	6	12	12	6
54980	214	203	252	227	255	145
7072	2549	1865	2805	2341	3279	1509
100189231	0	0	0	0	0	0
100302268	0	0	0	0	0	0
51449	765	597	794	563	786	455
6637	1428	1250	1478	1334	1555	951
84908	1546	1220	1699	1517	1711	1041
7039	29	18	19	19	23	5
100874273	0	0	0	0	0	0
107985895	0	1	1	0	0	0
119	190	142	171	207	287	155
105374794	1	1	2	2	2	2
344018	0	0	0	0	0	0
165530	0	0	2	0	0	0
50489	7	1	0	1	1	1
104355141	0	0	0	0	0	0
25806	4	1	2	0	4	0
525	0	4	4	5	6	3
101927750	17	16	13	22	25	14
105374795	9	3	6	9	7	3
79998	173	145	195	148	192	112
113419	1554	1239	1615	1401	1677	1023
105374796	0	0	0	0	0	0
79315	0	0	0	0	0	0
55577	1311	968	1335	1062	1360	662
84693	143	123	154	101	130	78
10199	1205	981	1309	1110	1228	780
400961	200	167	207	182	187	115
105374797	2	2	1	1	1	1
27332	2958	2208	3043	2528	3161	1647
8291	19	15	18	19	18	14
107985896	0	0	0	0	0	0
105374798	0	0	0	0	0	0
56603	7	1	14	5	5	2
23233	383	301	384	312	424	242
6697	138	120	159	156	150	112
2016	1	1	2	1	2	2
94097	674	457	653	490	674	339
107985897	17	8	19	12	24	8
105374800	7	7	9	2	7	2
26056	249	174	231	231	307	155
344022	0	0	0	0	1	0
10322	823	544	838	744	875	505
84279	298	224	286	243	294	185
10574	7325	5793	7286	6875	7927	5132
150726	1295	1063	1409	1247	1857	880
1961	6	4	7	4	0	1
105374802	0	0	0	0	0	0
105374803	0	0	0	0	0	0
105374804	0	0	0	0	0	0
7840	1097	838	1261	887	1175	573
100874291	29	12	23	21	25	11
9027	2	0	4	3	1	0
200420	11	7	7	4	8	3
112268418	5	6	12	2	6	1
51471	6	5	5	8	9	5
51002	673	530	660	606	695	417
8446	497	384	493	385	493	262
388960	0	1	0	0	0	0
105374807	8	3	9	10	13	1
10617	791	626	824	732	925	476
112268419	101	73	114	83	112	54
72	2	1	0	0	0	0
1716	811	632	894	748	863	511
100874048	161	133	179	170	184	112
200424	1851	1511	2120	1827	2339	1188
107985898	39	37	43	40	48	28
388962	247	194	248	264	306	174
100507171	188	148	159	183	239	116
55233	5046	4256	5436	4603	5541	3200
10797	3611	2846	3671	2911	3400	2027
57835	185	135	200	153	191	89
1639	3932	3300	4162	3677	4606	2772
100189589	8	3	8	8	11	2
388963	91	69	61	63	80	47
84058	530	420	521	480	619	363
6242	203	185	210	207	279	135
100532735	1015	834	1054	851	1029	595
83444	340	270	349	278	356	193
23559	841	708	852	698	856	494
7841	2021	1562	2163	1867	2523	1391
116540	491	417	488	423	531	321
84865	406	302	380	297	361	209
64427	900	725	988	857	1144	612
85474	53	28	49	52	50	25
151534	179	131	193	164	228	106
84759	282	206	254	226	322	182
3196	7	3	8	2	4	3
165545	8	2	9	4	7	4
550	2238	1806	2432	2153	2501	1544
27429	1387	1179	1502	1283	1656	914
84695	790	629	837	804	1080	516
1796	1682	1385	1695	1625	1999	1096
130951	67	60	61	47	77	39
10505	164	150	211	180	247	101
105374808	9	10	14	4	13	1
102724497	7	3	2	3	11	5
102724482	0	0	0	0	0	1
3099	2601	2160	2754	2471	2979	1761
102724515	3	4	6	4	6	4
105374809	147	156	162	144	190	117
101927861	5	3	3	3	7	2
56655	238	211	281	230	285	183
6869	3	0	1	3	9	2
100846995	0	0	0	0	0	0
105374811	1	5	3	3	3	3
105374812	3	2	2	1	1	1
107985900	1	1	0	1	4	1
105374810	0	0	0	0	0	0
84141	1	0	1	0	0	0
101927884	1	0	0	0	0	0
9801	766	671	852	785	944	572
6936	809	577	827	717	869	548
105374813	3	3	4	2	3	2
105374814	0	0	0	0	0	0
80059	0	0	0	0	0	0
105374815	0	0	0	0	0	0
101927907	0	0	0	0	0	0
101927967	0	0	0	0	0	0
101927926	0	0	0	0	0	0
105374817	0	0	0	0	0	0
100170221	0	0	0	0	0	0
105374816	0	0	0	0	0	0
101927948	0	0	0	0	0	0
105374820	0	0	0	0	0	0
105374819	0	0	0	0	0	0
105374821	0	0	0	0	0	0
105374822	0	0	0	0	0	0
130120	0	0	0	0	0	0
5968	0	0	0	0	0	0
5967	0	0	0	0	0	0
5969	0	0	0	0	0	0
5068	0	0	0	0	0	0
107985902	0	0	0	0	0	0
105374823	0	0	0	0	0	0
101927987	0	0	0	0	0	0
1496	0	0	0	0	1	1
100422888	0	0	0	0	0	0
102465877	0	0	0	0	0	0
107985903	0	0	0	0	0	0
347730	0	0	0	0	0	0
107985904	0	0	0	0	0	0
105374824	0	0	0	0	0	0
105374827	0	0	0	0	0	0
100507201	0	0	0	0	0	0
102724542	0	0	0	0	0	0
105374828	0	0	0	0	0	0
105374829	0	0	0	0	0	0
105374831	0	0	0	0	0	0
1720	0	0	0	0	0	0
105374832	0	0	0	0	0	0
105374833	0	0	0	0	0	0
105374834	0	0	0	0	0	0
101928031	0	0	0	0	0	0
107985905	0	0	0	0	0	0
388965	1	0	0	0	0	1
8802	1097	813	1057	960	1096	642
1768	14	5	10	10	13	4
107985906	0	0	0	0	0	0
129293	13	4	14	10	8	8
105374837	0	0	2	1	2	0
105374836	81	65	85	89	100	61
9168	7548	6134	7858	7432	8586	5521
105374838	31	33	44	47	73	28
56888	1166	917	1250	1138	1307	764
100996478	0	0	0	0	0	1
83439	11	13	16	15	12	11
100874334	0	0	0	0	0	0
102724579	0	0	0	0	0	0
105374839	0	0	0	0	0	0
100996506	39	26	43	28	50	23
10618	5040	4133	5387	4252	5425	3077
54884	568	438	610	563	669	372
84173	348	235	369	276	430	203
822	4798	3849	4807	4790	5668	3533
105374841	124	88	120	125	157	90
284948	6	6	9	4	6	2
100630918	55	38	73	64	70	31
4144	8292	6200	8784	7482	10010	5313
2677	1539	1131	1562	1279	1717	869
8673	3172	2639	3174	3025	3576	2246
10791	536	407	526	423	523	262
51255	704	532	645	604	688	437
129303	122	111	131	142	168	89
10713	1849	1531	1927	1726	1974	1197
388969	1243	1080	1389	1212	1548	798
6439	2	0	9	0	4	5
105374842	0	0	0	0	0	0
10578	5	1	2	1	3	0
84913	11	4	8	7	8	2
102466516	0	0	0	0	0	0
284950	0	0	0	0	0	0
8869	177	148	196	160	176	112
101928113	5	4	6	1	3	0
112268420	5	2	5	2	8	3
105374843	0	0	0	0	0	0
25885	3748	2890	3969	3656	4292	2503
55037	1660	1229	1694	1565	2004	1062
692225	22	11	17	18	30	12
10989	2655	2093	2821	2403	3087	1806
100616159	0	0	0	0	0	0
51318	752	566	689	646	765	526
65055	7	3	3	7	8	2
55818	1405	1068	1513	1126	1465	795
100526767	1068	863	1056	968	1058	639
51652	1041	844	1026	945	1035	617
105374845	15	17	21	20	32	11
7844	379	285	462	341	499	229
64795	2269	1937	2447	2106	2587	1469
925	18	8	20	14	14	4
105374846	4	5	5	5	10	2
926	5	5	6	11	12	7
100286979	21	13	19	24	24	14
400966	95	60	112	79	130	47
5343	49	30	54	34	70	24
285074	336	277	426	346	451	240
107985772	3	1	3	1	2	2
102724642	149	117	170	150	153	93
100616370	0	0	0	1	2	0
107985771	0	0	0	0	1	1
105374847	0	0	0	0	1	1
107985908	2	1	4	5	1	1
105374848	8	6	11	5	7	7
105377635	3	5	4	3	7	2
101928173	31	13	38	15	39	6
112597	829	627	770	719	840	466
101928152	126	70	149	131	181	38
107985909	42	29	60	36	90	18
100616499	3	0	1	1	2	3
101928214	78	21	68	66	120	24
730268	274	201	297	268	336	176
5342	55	37	60	53	83	26
729857	84	52	100	80	107	40
105374851	0	0	0	0	0	0
105374852	8	9	9	5	12	3
51315	756	556	797	579	744	400
150572	0	0	0	0	0	0
100616447	0	0	0	0	0	0
2168	0	0	0	0	0	0
101928347	2	2	1	1	2	1
55258	68	44	77	54	59	34
344167	0	0	0	0	1	0
200523	0	0	0	0	0	0
101928371	87	65	75	61	82	48
9451	521	390	551	398	529	254
101928403	23	13	21	25	22	13
102724805	25	18	21	22	24	11
22934	1113	946	1179	1013	1224	748
105374853	0	4	3	3	9	1
645784	36	23	28	25	40	18
105374855	0	0	0	0	0	0
100616399	0	0	0	0	0	0
105374854	0	0	1	0	0	0
3514	5	5	5	5	11	5
28946	0	0	0	0	1	0
28947	0	0	0	0	1	0
28948	0	0	0	0	0	0
28949	0	0	0	0	0	0
28950	0	2	2	1	3	1
28908	0	0	0	0	1	0
28907	0	0	0	0	0	0
28905	0	0	0	0	0	0
28929	0	0	0	0	0	0
28299	0	0	1	0	0	0
28943	0	0	0	0	0	0
28915	0	0	0	0	0	0
28942	0	0	0	0	0	0
28941	0	0	0	0	0	0
28928	0	0	0	0	0	0
28914	2	0	1	0	0	0
28940	0	0	0	0	0	0
28939	0	0	0	0	0	0
28927	0	0	0	0	0	0
28913	0	1	0	0	0	0
28938	0	0	0	0	0	0
28937	0	0	0	0	0	0
28926	0	0	0	0	0	0
28925	0	0	0	0	0	0
28912	0	0	0	0	0	0
28906	0	0	0	0	0	0
28936	0	0	0	2	0	0
28924	0	0	0	0	2	0
28923	1	0	0	0	1	0
28911	0	0	0	0	0	0
28922	0	0	0	0	0	0
28935	0	0	0	1	0	0
28921	0	0	0	0	0	0
28920	0	0	0	0	2	0
107985910	1	0	0	0	0	0
28919	0	0	0	1	0	0
28910	0	0	0	0	0	0
28934	0	0	0	0	0	0
28933	0	0	0	0	0	0
28909	0	0	0	0	0	0
28932	0	0	0	0	0	0
28918	0	0	0	0	0	0
28931	1	0	1	1	2	0
28917	0	0	0	0	0	0
28930	0	0	0	0	0	0
28916	0	0	0	0	0	0
107985911	93	75	107	74	127	55
101927050	2	1	2	1	2	0
105374862	0	0	0	0	0	0
28878	0	0	0	0	0	0
28893	0	0	0	0	0	0
28879	0	0	0	0	0	0
28894	1	0	1	1	1	0
28880	0	0	0	0	0	0
28895	0	0	0	0	0	0
28871	0	0	0	0	0	0
28896	0	0	0	0	0	0
28897	0	0	0	0	0	0
28872	0	0	0	0	0	0
28881	0	0	0	1	0	0
28882	0	0	0	0	0	0
28883	0	0	0	0	1	0
28898	0	0	0	0	0	0
28884	0	0	0	0	0	0
28873	0	0	0	0	0	0
28885	0	0	0	0	0	0
28886	0	0	0	0	3	0
28899	0	0	0	0	0	0
28870	0	0	0	0	0	0
28874	0	0	0	0	0	0
28887	0	0	0	0	0	0
28888	0	0	0	0	0	0
28869	0	0	0	0	0	0
28900	0	0	0	0	0	0
28901	0	0	0	0	0	0
28875	0	0	0	0	0	0
28889	0	0	0	0	0	0
28902	0	0	0	0	0	0
28903	0	0	0	0	0	0
28876	0	0	0	0	0	0
28890	0	0	0	0	0	0
28892	0	0	0	0	0	0
28891	0	1	0	0	0	0
28904	0	0	0	0	0	0
28877	0	0	0	0	0	0
101060017	1	0	0	0	0	0
101930047	0	0	0	0	0	0
101926969	2	3	1	0	0	0
654342	32	23	26	29	31	17
107985798	2	1	2	0	2	2
105374868	0	0	1	0	1	0
645367	0	0	0	0	0	0
440888	0	0	0	0	0	0
728034	1	1	4	0	4	1
107985915	2	0	1	0	1	1
100133920	0	0	0	0	0	0
100509620	0	0	0	0	0	0
107985916	0	0	0	0	0	0
90499	0	0	0	0	0	0
729171	1	1	2	1	1	0
442028	0	1	1	0	0	0
150483	0	0	1	0	1	0
105373487	0	0	0	0	0	0
4118	2	1	2	0	1	1
105373488	0	0	0	0	0	0
64969	918	701	960	964	1021	593
84874	525	408	505	413	634	291
7549	127	100	156	107	157	89
150696	6	3	9	7	6	3
30818	40	25	41	35	29	15
51011	642	447	654	570	713	417
653192	0	0	0	1	0	0
107985917	53	43	50	47	78	25
129868	0	0	0	1	0	0
105373490	0	0	0	0	0	0
101926959	0	0	0	0	0	0
105373492	1	0	0	0	0	0
150759	691	414	671	493	838	260
400986	860	520	945	755	1157	363
729234	105	89	93	88	123	66
150763	222	179	211	222	313	177
105373493	1	0	0	0	0	0
105373494	0	0	0	0	0	0
151	2	2	2	4	1	0
431705	8	5	7	6	5	5
1844	281	247	271	251	270	189
56910	4271	3473	4337	4076	4542	2770
285033	511	489	542	502	621	325
109623481	0	0	1	1	3	2
55654	1431	1189	1451	1335	1545	934
9391	2368	1886	2447	2133	2569	1469
23020	9794	7361	9978	8953	11058	6426
150771	784	598	790	780	826	484
23397	1781	1450	1854	1626	1827	1073
93082	1	0	8	0	0	2
105373496	1	2	2	0	1	0
10865	661	582	703	574	706	437
55683	1941	1449	1877	1688	2101	1130
90342	3	2	6	3	14	1
81562	370	267	338	334	397	272
26504	653	515	677	610	795	388
100422928	1	1	3	2	1	3
100506036	8	6	10	5	16	7
26505	1288	1054	1466	1325	1720	892
200539	118	70	144	133	177	82
51239	141	117	177	153	208	125
54910	792	569	786	683	1002	498
51252	105	95	111	186	235	142
101927053	2	1	1	0	1	1
151313	464	307	434	368	468	292
375248	1214	726	1324	1017	1753	508
100506076	194	115	232	146	243	89
107985920	3	1	2	2	0	1
100506123	169	98	205	115	208	75
57730	649	424	728	543	920	279
105373499	0	0	0	0	0	0
1329	1233	1008	1295	1177	1432	870
10120	1393	1063	1438	1401	1706	940
728537	100	91	111	71	108	60
7535	97	79	115	92	112	76
23505	1913	1479	2076	1725	2110	1151
107985921	78	58	84	55	75	38
105373501	0	0	0	0	0	0
200403	1	1	1	0	1	1
1261	0	0	0	0	0	0
3631	1119	855	1212	1046	1451	705
493753	466	363	477	435	535	287
25972	478	372	494	408	528	275
11320	288	243	312	262	315	161
107985922	3	1	0	1	3	1
101927070	0	0	0	0	0	0
343990	14	10	12	8	8	5
80705	109	78	95	100	135	65
150590	22	22	23	21	27	24
51601	113	102	129	101	155	74
129531	351	287	443	360	444	237
51263	1291	1071	1354	1155	1415	873
254773	11	6	16	15	15	6
129530	8	8	7	6	14	6
10190	488	376	450	400	453	275
107985923	6	11	8	10	10	4
9669	5160	4184	5590	4714	5675	3269
51455	957	724	952	855	1091	551
3899	366	323	439	349	525	244
105373504	10	3	5	6	15	3
112268421	11	5	9	9	12	5
150577	0	0	0	0	0	0
164832	23	15	29	13	34	12
9486	616	422	501	478	665	367
129521	0	0	0	0	0	0
105373506	0	0	0	0	0	0
79031	596	456	534	542	647	405
105373507	0	0	0	0	0	0
107985814	0	0	0	0	0	0
107985924	0	0	0	0	0	0
105375310	0	0	0	0	0	0
105373508	0	0	0	0	0	0
4862	5	0	3	1	0	1
101927142	0	0	0	0	0	0
6160	15570	12007	15259	13266	16054	10254
11138	147	120	163	137	174	74
105373510	25	10	22	17	14	16
100506286	30	22	22	25	17	12
55571	1476	1215	1439	1226	1565	916
105373511	107	87	98	93	128	65
284996	1065	786	1021	862	1177	570
692205	7	4	6	6	11	1
105373512	1	1	1	1	1	1
100847007	0	0	1	0	1	0
200407	18	8	25	10	13	13
731220	134	108	148	114	193	69
107985925	0	0	1	0	0	0
105373514	0	0	0	0	0	0
9448	4941	4051	5186	4447	5153	2999
100506328	0	0	0	0	0	0
7850	5	5	4	6	7	5
107985926	0	0	0	1	0	0
3554	50	46	46	38	52	43
8808	0	4	3	0	3	1
9173	2204	1573	2258	1199	1405	886
8809	575	418	604	350	440	206
8807	5	4	3	6	5	8
100616157	0	0	0	0	0	0
389015	0	0	2	0	1	0
6549	6	3	3	0	3	3
84804	291	230	317	252	336	185
130827	133	112	142	122	140	68
105373518	3	0	0	0	2	0
105373519	0	0	0	1	1	0
105373520	0	0	0	0	0	0
107985927	0	0	0	0	0	0
107985928	0	0	0	0	0	0
105373521	0	0	0	0	0	0
105373523	0	0	0	0	0	0
105373522	0	0	0	0	0	0
100287010	0	0	0	0	0	0
101927331	0	0	0	0	0	0
150568	0	0	0	0	0	0
101927360	0	0	0	0	0	0
105373524	0	0	0	0	0	0
105373525	0	0	0	0	0	0
105373526	0	0	1	0	0	0
101927383	0	0	1	0	0	0
284998	2	1	0	1	0	1
100506421	0	0	0	0	1	0
5455	3	3	4	1	2	2
102682016	0	0	0	0	0	0
102724691	1	2	0	5	4	0
64965	532	434	602	525	606	376
101927492	110	96	137	129	133	80
105373527	1	0	0	2	1	2
105373984	3	3	2	2	5	2
105373528	0	0	0	1	0	1
11250	5	0	12	11	6	2
9392	3305	2654	3518	3265	3863	2133
100506473	115	88	149	110	174	66
79074	669	507	731	576	716	429
2274	1359	988	1309	1149	1338	700
105373529	0	0	0	0	0	0
105375311	0	0	0	0	0	0
285000	1	0	0	0	0	0
107985929	1	0	0	0	0	0
8440	982	749	974	996	1160	667
105373530	0	0	0	0	0	0
105373531	0	1	0	0	0	0
84417	3	5	5	0	6	0
80146	1171	873	1169	1096	1299	810
107985930	2	3	7	5	8	2
402096	6	8	11	7	10	8
285189	2	0	1	1	1	0
653489	111	84	138	99	109	69
105373534	0	0	0	1	0	0
107985931	7	3	6	6	6	4
927	5	5	3	6	6	3
102724744	0	0	2	0	0	0
84620	235	171	224	191	248	140
105373535	0	0	0	0	0	0
105373536	0	0	0	0	0	0
105373538	0	0	0	0	0	0
105373537	0	0	0	0	0	0
105373539	0	0	0	0	0	0
104326057	0	0	0	0	0	0
729121	0	0	0	0	0	0
285190	97	68	106	84	99	49
60482	0	0	1	0	0	0
107178918	0	0	0	0	0	0
102724774	0	0	0	0	1	0
442038	0	0	1	0	0	0
6819	20	11	16	5	4	5
151234	0	2	2	0	0	0
27233	191	138	175	141	178	82
9648	1013	837	1180	773	1123	515
644903	51	41	53	33	58	20
3987	5726	4681	5889	4938	5578	3307
106182118	7	4	9	3	10	1
5903	5948	4832	6447	5217	6315	3521
165055	342	278	340	322	378	183
10913	1	0	1	2	2	1
100287216	6	1	9	5	9	7
344558	29	21	32	26	40	24
100422863	0	0	0	0	0	0
100423027	0	0	0	0	0	0
107985773	0	0	0	0	0	0
151011	22	11	18	5	8	4
65124	23	18	29	9	7	12
105373545	0	0	0	0	0	0
107985774	0	0	0	0	0	0
100506563	0	0	1	1	0	0
84220	526	390	561	417	553	285
102724848	0	0	0	0	1	1
100271835	112	86	112	110	116	60
96626	134	112	137	137	133	79
105373547	1	0	2	2	2	0
440895	11	9	10	8	16	5
440894	69	60	86	58	103	42
112268438	1	1	4	0	2	3
105373985	2	1	0	0	4	0
107985775	0	0	0	1	0	2
105373548	0	0	0	0	0	0
105373549	0	0	0	0	0	0
105373986	0	0	0	0	0	1
100422994	0	0	0	0	0	0
7851	52	32	47	35	35	30
100616123	0	0	0	0	0	0
4867	29	22	15	9	23	14
205251	207	156	194	213	243	140
100507334	12	13	13	10	21	11
100847033	0	0	0	0	0	0
105373551	0	0	0	0	1	1
107985776	1	0	0	1	0	2
105375809	1	1	0	0	1	0
151009	58	48	61	47	69	30
100288695	250	184	248	231	247	134
100288570	12	13	14	10	17	4
105373552	57	44	66	57	56	32
102724875	0	0	0	0	1	0
729540	524	382	573	414	542	281
105373553	0	0	1	1	0	0
699	2173	1682	2304	1811	2104	1170
106635550	0	0	5	0	0	0
105373554	1	2	3	3	2	0
55289	14	14	19	11	19	7
400997	0	0	1	0	0	0
10018	490	367	541	478	551	310
541471	783	636	791	794	973	540
101927283	62	38	63	66	92	26
100616341	2	1	1	0	1	1
105373557	15	8	21	8	27	4
105373559	1	1	1	0	3	0
107985933	2	0	2	0	1	0
64682	2632	2013	2768	2495	2960	1686
100616165	0	0	0	1	2	0
10461	270	175	259	219	261	154
84910	1213	903	1222	930	1181	709
105373560	4	1	6	2	5	0
129804	93	67	95	73	122	47
84524	425	336	434	331	447	236
376940	320	267	399	306	345	195
727851	593	447	681	468	641	315
150465	1158	836	1262	1090	1285	682
105373562	8	5	6	8	15	6
84172	1556	1251	1690	1614	1830	1078
101927330	34	35	41	29	28	20
84269	422	361	438	424	433	286
107985934	7	2	4	3	4	3
400999	8	9	12	6	9	4
6574	3340	2560	3575	2762	3249	1901
102724955	1	0	3	2	0	1
284958	98	89	122	87	80	59
150468	1086	916	1129	854	990	598
3552	9	2	12	2	8	4
3553	1617	1101	1589	1470	1779	988
105373563	0	1	3	0	0	1
27178	1	2	1	0	2	1
56300	0	1	1	0	0	0
27179	0	1	0	0	0	0
27177	0	0	0	0	0	0
26525	0	0	0	0	0	0
84639	0	0	0	0	0	0
3557	21	20	31	18	16	8
23550	2676	2230	2634	2516	3147	1782
7849	37	44	40	40	62	33
654433	149	114	151	144	169	101
105373567	0	0	0	0	0	0
101927400	3	1	3	1	5	0
107985936	1	1	3	3	4	4
150472	568	396	613	492	638	344
112268422	22	14	28	17	44	7
200350	1	2	2	0	5	1
101927424	1	0	0	1	2	0
103344932	5	8	4	1	5	3
729468	13	19	23	15	24	12
654412	3	0	3	0	1	0
100302128	3	0	1	2	4	6
375260	477	358	509	501	559	309
84771	48	43	58	46	74	38
118433	214	149	187	176	225	147
11159	310	242	332	289	354	168
112268423	8	8	8	6	8	3
80255	1047	858	1266	961	1245	653
100616208	1	0	1	1	1	0
105373570	4	5	3	3	8	7
101060091	25	10	13	22	16	7
10096	5713	4626	6199	5189	6257	3825
440900	1	1	1	3	1	0
100499194	0	0	2	1	0	1
57628	15	11	13	23	17	10
101927591	0	0	0	0	0	0
105373575	0	0	0	0	0	0
105373574	0	0	0	0	0	0
107985937	0	0	0	0	0	0
389023	2	2	1	1	1	1
107985938	0	0	0	0	0	0
105373572	0	0	0	0	1	0
105373576	0	0	0	0	0	0
8886	3032	2326	3057	2638	3011	1728
107985939	12	9	14	10	12	6
54520	1641	1223	1790	1407	1713	914
101929908	5	4	3	4	5	0
102723413	0	0	4	0	1	0
